canonical_name,Year,entity_type,first_year,last_year,gold_lag1,silver_lag1,bronze_lag1,total_lag1,medal_won_binary_lag1,gold_lag2,silver_lag2,bronze_lag2,total_lag2,medal_won_binary_lag2,gold_lag3,silver_lag3,bronze_lag3,total_lag3,medal_won_binary_lag3,n_athletes_total,n_athletes_male,n_athletes_female,n_unique_events,athlete_growth_rate,is_host,is_host_next,is_host_prev,host_cycle_phase,years_since_last_host,total_events_this_year,n_sports_this_year,n_disciplines_this_year,n_new_events,n_discontinued_events,summary_index,n_obvious_advantage,n_general_advantage,n_potential_advantage,top_discipline_code,top_discipline_score,region,years_since_first_participation,n_olympiads_participated,has_multi_teams,n_multi_disciplines,y_gold,y_silver,y_bronze,y_total,y_any
Algeria,2016,country,1964,2024,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,74,61,13,48,0.897436,0,0,0,0,-1,306,48,68,5.0,1.0,0.031362,0,0,13,ATH,0.018375,Africa,52,13,0,0,0,2,0,2,1
Algeria,2020,country,1964,2024,0.0,2.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,45,30,15,43,-0.391892,0,0,0,0,-1,316,48,68,33.0,23.0,0.012959,0,0,16,ATH,0.012959,Africa,56,14,0,0,0,0,0,0,0
Algeria,2024,country,1964,2024,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,55,27,28,47,0.222222,0,0,0,0,-1,297,48,68,6.0,25.0,0.09209700000000001,0,0,16,GAR,0.047619,Africa,60,15,0,0,2,0,1,3,1
American Samoa,1988,country,1988,2024,,,,,,,,,,,,,,,,6,6,0,6,,0,0,0,0,-1,243,47,67,19.0,1.0,0.0,0,0,4,ATH,0.0,Oceania,0,1,0,0,0,0,0,0,0
American Samoa,1992,country,1988,2024,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,3,3,0,3,-0.5,0,0,0,0,-1,265,48,68,23.0,1.0,0.0,0,0,2,BOX,0.0,Oceania,4,2,0,0,0,0,0,0,0
American Samoa,1996,country,1988,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,7,6,1,6,1.333333,0,0,0,0,-1,278,48,68,15.0,1.0,0.0,0,0,5,ATH,0.0,Oceania,8,3,0,0,0,0,0,0,0
American Samoa,2000,country,1988,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,3,1,4,-0.428571,0,0,0,0,-1,299,48,68,24.0,4.0,0.0,0,0,3,ARC,0.0,Oceania,12,4,0,0,0,0,0,0,0
American Samoa,2004,country,1988,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,1,3,-0.25,0,0,0,0,-1,301,48,68,4.0,2.0,0.0,0,0,2,ATH,0.0,Oceania,16,5,0,0,0,0,0,0,0
American Samoa,2008,country,1988,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2,2,4,0.333333,0,0,0,0,-1,302,48,68,5.0,4.0,0.0,0,0,3,ATH,0.0,Oceania,20,6,0,0,0,0,0,0,0
American Samoa,2012,country,1988,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,3,1,4,0.0,0,0,0,0,-1,302,48,68,2.0,2.0,0.0,0,0,3,ATH,0.0,Oceania,24,7,0,0,0,0,0,0,0
American Samoa,2016,country,1988,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,3,1,4,0.0,0,0,0,0,-1,306,48,68,5.0,1.0,0.0,0,0,3,ATH,0.0,Oceania,28,8,0,0,0,0,0,0,0
American Samoa,2020,country,1988,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,5,1,5,0.5,0,0,0,0,-1,316,48,68,33.0,23.0,0.0,0,0,4,ATH,0.0,Oceania,32,9,0,0,0,0,0,0,0
American Samoa,2024,country,1988,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,1,2,-0.666667,0,0,0,0,-1,297,48,68,6.0,25.0,0.0,0,0,2,ATH,0.0,Oceania,36,10,0,0,0,0,0,0,0
Andorra,1976,country,1976,2024,,,,,,,,,,,,,,,,3,3,0,2,,0,0,0,0,-1,199,48,68,8.0,10.0,0.0,0,0,2,BOX,0.0,Europe,0,1,0,0,0,0,0,0,0
Andorra,1980,country,1976,2024,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,2,2,0,1,-0.333333,0,0,0,0,-1,204,47,67,6.0,1.0,0.0,0,0,1,SHO,0.0,Europe,4,2,0,0,0,0,0,0,0
Andorra,1984,country,1976,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2,2,0,1,0.0,0,0,0,0,-1,225,46,66,21.0,0.0,0.0,0,0,1,SHO,0.0,Europe,8,3,0,0,0,0,0,0,0
Andorra,1988,country,1976,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,4,0,3,1.0,0,0,0,0,-1,243,47,67,19.0,1.0,0.0,0,0,2,ATH,0.0,Europe,12,4,0,0,0,0,0,0,0
Andorra,1992,country,1976,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,7,1,5,1.0,0,0,0,0,-1,265,48,68,23.0,1.0,0.0,0,0,5,ATH,0.0,Europe,16,5,0,0,0,0,0,0,0
Andorra,1996,country,1976,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,6,2,7,0.0,0,0,0,0,-1,278,48,68,15.0,1.0,0.0,0,0,5,ATH,0.0,Europe,20,6,0,0,0,0,0,0,0
Andorra,2000,country,1976,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,3,2,5,-0.375,0,0,0,0,-1,299,48,68,24.0,4.0,0.0,0,0,3,ATH,0.0,Europe,24,7,0,0,0,0,0,0,0
Andorra,2004,country,1976,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,4,2,6,0.2,0,0,0,0,-1,301,48,68,4.0,2.0,0.0,0,0,4,ATH,0.0,Europe,28,8,0,0,0,0,0,0,0
Andorra,2008,country,1976,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,3,2,5,-0.166667,0,0,0,0,-1,302,48,68,5.0,4.0,0.0,0,0,4,ATH,0.0,Europe,32,9,0,0,0,0,0,0,0
Andorra,2012,country,1976,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,4,2,6,0.2,0,0,0,0,-1,302,48,68,2.0,2.0,0.0,0,0,4,ATH,0.0,Europe,36,10,0,0,0,0,0,0,0
Andorra,2016,country,1976,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2,2,4,-0.333333,0,0,0,0,-1,306,48,68,5.0,1.0,0.0,0,0,4,ATH,0.0,Europe,40,11,0,0,0,0,0,0,0
Andorra,2020,country,1976,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,2,3,-0.25,0,0,0,0,-1,316,48,68,33.0,23.0,0.0,0,0,2,ATH,0.0,Europe,44,12,0,0,0,0,0,0,0
Andorra,2024,country,1976,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1,3,4,0.333333,0,0,0,0,-1,297,48,68,6.0,25.0,0.0,0,0,2,ATH,0.0,Europe,48,13,0,0,0,0,0,0,0
Angola,1980,country,1980,2024,,,,,,,,,,,,,,,,17,15,2,14,,0,0,0,0,-1,204,47,67,6.0,1.0,0.0,0,0,3,ATH,0.0,Africa,0,1,0,0,0,0,0,0,0
Angola,1984,country,1980,2024,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0,0,0,0,,0,0,0,0,-1,225,46,66,21.0,0.0,,0,0,0,,,Africa,4,1,0,0,0,0,0,0,0
Angola,1988,country,1980,2024,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,33,22,11,27,0.941176,0,0,0,0,-1,243,47,67,19.0,1.0,0.0,0,0,4,ATH,0.0,Africa,8,2,0,0,0,0,0,0,0
Angola,1992,country,1980,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,33,27,6,21,0.0,0,0,0,0,-1,265,48,68,23.0,1.0,0.0,0,0,6,ATH,0.0,Africa,12,3,0,0,0,0,0,0,0
Angola,1996,country,1980,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,13,17,8,-0.090909,0,0,0,0,-1,278,48,68,15.0,1.0,0.0,0,0,5,ATH,0.0,Africa,16,4,0,0,0,0,0,0,0
Angola,2000,country,1980,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,15,15,7,0.0,0,0,0,0,-1,299,48,68,24.0,4.0,0.0,0,0,5,ATH,0.0,Africa,20,5,0,0,0,0,0,0,0
Angola,2004,country,1980,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,14,16,5,0.0,0,0,0,0,-1,301,48,68,4.0,2.0,0.0,0,0,5,ATH,0.0,Africa,24,6,0,0,0,0,0,0,0
Angola,2008,country,1980,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,18,15,8,0.1,0,0,0,0,-1,302,48,68,5.0,4.0,0.0,0,0,6,ATH,0.0,Africa,28,7,0,0,0,0,0,0,0
Angola,2012,country,1980,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,6,29,10,0.060606,0,0,0,0,-1,302,48,68,2.0,2.0,0.0,0,0,6,ATH,0.0,Africa,32,8,0,0,0,0,0,0,0
Angola,2016,country,1980,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,8,18,10,-0.257143,0,0,0,0,-1,306,48,68,5.0,1.0,0.0,0,0,7,ATH,0.0,Africa,36,9,0,0,0,0,0,0,0
Angola,2020,country,1980,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,4,16,6,-0.230769,0,0,0,0,-1,316,48,68,33.0,23.0,0.0,0,0,5,ATH,0.0,Africa,40,10,0,0,0,0,0,0,0
Angola,2024,country,1980,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,9,17,10,0.3,0,0,0,0,-1,297,48,68,6.0,25.0,0.0,0,0,7,ATH,0.0,Africa,44,11,0,0,0,0,0,0,0
Antigua and Barbuda,1976,country,1976,2024,,,,,,,,,,,,,,,,17,17,0,11,,0,0,0,0,-1,199,48,68,8.0,10.0,0.0,0,0,2,ATH,0.0,Americas,0,1,0,0,0,0,0,0,0
Antigua and Barbuda,1980,country,1976,2024,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0,0,0,0,,0,0,0,0,-1,204,47,67,6.0,1.0,,0,0,0,,,Americas,4,1,0,0,0,0,0,0,0
Antigua and Barbuda,1984,country,1976,2024,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,27,19,8,17,0.588235,0,0,0,0,-1,225,46,66,21.0,0.0,0.0,0,0,3,ATH,0.0,Americas,8,2,0,0,0,0,0,0,0
Antigua and Barbuda,1988,country,1976,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,25,21,4,19,-0.074074,0,0,0,0,-1,243,47,67,19.0,1.0,0.0,0,0,4,ATH,0.0,Americas,12,3,0,0,0,0,0,0,0
Antigua and Barbuda,1992,country,1976,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,13,5,15,-0.28,0,0,0,0,-1,265,48,68,23.0,1.0,0.0,0,0,4,ATH,0.0,Americas,16,4,0,0,0,0,0,0,0
