canonical_name,Discipline,Code,Year,score_current,score_lag1,score_lag2,T_score,n_years_used
Albania,Athletics,ATH,1996,0.0,0.0,,0.0,2
Albania,Athletics,ATH,2000,0.0,0.0,0.0,0.0,3
Albania,Athletics,ATH,2004,0.0,0.0,0.0,0.0,3
Albania,Athletics,ATH,2008,0.0,0.0,0.0,0.0,3
Albania,Athletics,ATH,2012,0.0,0.0,0.0,0.0,3
Albania,Athletics,ATH,2016,0.0,0.0,0.0,0.0,3
Albania,Athletics,ATH,2020,0.0,0.0,0.0,0.0,3
Albania,Athletics,ATH,2024,0.0,0.0,0.0,0.0,3
Albania,Road,CRD,1996,0.0,,,0.0,1
Albania,Artistic,GAR,2020,0.0,,,0.0,1
Albania,Judo,JUD,2008,0.0,,,0.0,1
Albania,Judo,JUD,2012,0.0,0.0,,0.0,2
Albania,Judo,JUD,2020,0.0,,0.0,0.0,2
Albania,Shooting,SHO,1972,0.0,,,0.0,1
Albania,Shooting,SHO,1992,0.0,,,0.0,1
Albania,Shooting,SHO,1996,0.0,0.0,,0.0,2
Albania,Shooting,SHO,2000,0.0,0.0,0.0,0.0,3
Albania,Shooting,SHO,2008,0.0,,0.0,0.0,2
Albania,Shooting,SHO,2012,0.0,0.0,,0.0,2
Albania,Shooting,SHO,2020,0.0,,0.0,0.0,2
Albania,Shooting,SHO,2024,0.0,0.0,,0.0,2
Albania,Swimming,SWM,1992,0.0,,,0.0,1
Albania,Swimming,SWM,2004,0.0,,,0.0,1
Albania,Swimming,SWM,2008,0.0,0.0,,0.0,2
Albania,Swimming,SWM,2012,0.0,0.0,0.0,0.0,3
Albania,Swimming,SWM,2016,0.0,0.0,0.0,0.0,3
Albania,Swimming,SWM,2020,0.0,0.0,0.0,0.0,3
Albania,Swimming,SWM,2024,0.0,0.0,0.0,0.0,3
Albania,Weightlifting,WLF,1972,0.0,,,0.0,1
Albania,Weightlifting,WLF,1992,0.0,,,0.0,1
Albania,Weightlifting,WLF,1996,0.0,0.0,,0.0,2
Albania,Weightlifting,WLF,2000,0.0,0.0,0.0,0.0,3
Albania,Weightlifting,WLF,2004,0.0,0.0,0.0,0.0,3
Albania,Weightlifting,WLF,2008,0.0,0.0,0.0,0.0,3
Albania,Weightlifting,WLF,2012,0.0,0.0,0.0,0.0,3
Albania,Weightlifting,WLF,2016,0.0,0.0,0.0,0.0,3
Albania,Weightlifting,WLF,2020,0.0,0.0,0.0,0.0,3
Albania,Freestyle,WRF,1996,0.0,,,0.0,1
Albania,Freestyle,WRF,2004,0.0,,0.0,0.0,2
Albania,Freestyle,WRF,2008,0.0,0.0,,0.0,2
Albania,Freestyle,WRF,2024,0.033333,,,0.033333,1
Albania,Greco-Roman,WRG,2008,0.0,,,0.0,1
Algeria,Athletics,ATH,1972,0.0,,,0.0,1
Algeria,Athletics,ATH,1980,0.0,,0.0,0.0,2
Algeria,Athletics,ATH,1984,0.0,0.0,,0.0,2
Algeria,Athletics,ATH,1988,0.0,0.0,0.0,0.0,3
Algeria,Athletics,ATH,1992,0.023256,0.0,0.0,0.010571,3
Algeria,Athletics,ATH,1996,0.022727,0.023256,0.0,0.01773,3
Algeria,Athletics,ATH,2000,0.052009,0.022727,0.023256,0.036157,3
Algeria,Athletics,ATH,2004,0.0,0.052009,0.022727,0.021714,3
Algeria,Athletics,ATH,2008,0.0,0.0,0.052009,0.01182,3
Algeria,Athletics,ATH,2012,0.021277,0.0,0.0,0.009671,3
Algeria,Athletics,ATH,2016,0.025532,0.021277,0.0,0.018375,3
Algeria,Athletics,ATH,2020,0.0,0.025532,0.021277,0.012959,3
Algeria,Athletics,ATH,2024,0.008163,0.0,0.025532,0.009513,3
Algeria,Badminton,BDM,2008,0.0,,,0.0,1
Algeria,Badminton,BDM,2024,0.0,,,0.0,1
Algeria,Boxing,BOX,1968,0.0,,,0.0,1
Algeria,Boxing,BOX,1972,0.0,0.0,,0.0,2
Algeria,Boxing,BOX,1980,0.0,,0.0,0.0,2
Algeria,Boxing,BOX,1984,0.033333,0.0,,0.019608,2
Algeria,Boxing,BOX,1988,0.0,0.033333,0.0,0.010606,3
Algeria,Boxing,BOX,1992,0.016667,0.0,0.033333,0.015152,3
Algeria,Boxing,BOX,1996,0.1,0.016667,0.0,0.050758,3
Algeria,Boxing,BOX,2000,0.016667,0.1,0.016667,0.043182,3
Algeria,Boxing,BOX,2004,0.0,0.016667,0.1,0.02803,3
Algeria,Boxing,BOX,2008,0.0,0.0,0.016667,0.003788,3
Algeria,Boxing,BOX,2012,0.0,0.0,0.0,0.0,3
Algeria,Boxing,BOX,2016,0.0,0.0,0.0,0.0,3
Algeria,Boxing,BOX,2020,0.0,0.0,0.0,0.0,3
Algeria,Boxing,BOX,2024,0.076923,0.0,0.0,0.034965,3
Algeria,Road,CRD,1988,0.0,,,0.0,1
Algeria,Road,CRD,2008,0.0,,,0.0,1
Algeria,Road,CRD,2012,0.0,0.0,,0.0,2
Algeria,Road,CRD,2016,0.0,0.0,0.0,0.0,3
Algeria,Road,CRD,2020,0.0,0.0,0.0,0.0,3
Algeria,Road,CRD,2024,0.0,0.0,0.0,0.0,3
Algeria,Slalom,CSL,2024,0.0,,,0.0,1
Algeria,Sprint,CSP,2020,0.0,,,0.0,1
Algeria,Football,FBL,1980,0.0,,,0.0,1
Algeria,Football,FBL,2016,0.0,,,0.0,1
Algeria,Fencing,FEN,1980,0.0,,,0.0,1
Algeria,Fencing,FEN,1996,0.0,,,0.0,1
Algeria,Fencing,FEN,2000,0.0,0.0,,0.0,2
Algeria,Fencing,FEN,2004,0.0,0.0,0.0,0.0,3
Algeria,Fencing,FEN,2008,0.0,0.0,0.0,0.0,3
Algeria,Fencing,FEN,2012,0.0,0.0,0.0,0.0,3
Algeria,Fencing,FEN,2016,0.0,0.0,0.0,0.0,3
Algeria,Fencing,FEN,2020,0.0,0.0,0.0,0.0,3
Algeria,Fencing,FEN,2024,0.0,0.0,0.0,0.0,3
Algeria,Artistic,GAR,1964,0.0,,,0.0,1
Algeria,Artistic,GAR,1968,0.0,0.0,,0.0,2
Algeria,Artistic,GAR,2016,0.0,,,0.0,1
Algeria,Artistic,GAR,2024,0.071429,,0.0,0.047619,2
Algeria,Trampoline,GTR,2000,0.0,,,0.0,1
Algeria,Indoor,HBL,1980,0.0,,,0.0,1
Algeria,Indoor,HBL,1984,0.0,0.0,,0.0,2
Algeria,Indoor,HBL,1988,0.0,0.0,0.0,0.0,3
Algeria,Indoor,HBL,1996,0.0,,0.0,0.0,2
Algeria,Judo,JUD,1980,0.0,,,0.0,1
Algeria,Judo,JUD,1988,0.0,,0.0,0.0,2
Algeria,Judo,JUD,1992,0.0,0.0,,0.0,2
Algeria,Judo,JUD,1996,0.0,0.0,0.0,0.0,3
Algeria,Judo,JUD,2000,0.0,0.0,0.0,0.0,3
Algeria,Judo,JUD,2004,0.0,0.0,0.0,0.0,3
Algeria,Judo,JUD,2008,0.057143,0.0,0.0,0.025974,3
Algeria,Judo,JUD,2012,0.0,0.057143,0.0,0.018182,3
Algeria,Judo,JUD,2016,0.0,0.0,0.057143,0.012987,3
Algeria,Judo,JUD,2020,0.0,0.0,0.0,0.0,3
Algeria,Judo,JUD,2024,0.0,0.0,0.0,0.0,3
Algeria,Karate,KTE,2020,0.0,,,0.0,1
Algeria,Marathon Swimming,OWS,2020,0.0,,,0.0,1
Algeria,Rowing,ROW,1996,0.0,,,0.0,1
Algeria,Rowing,ROW,2000,0.0,0.0,,0.0,2
Algeria,Rowing,ROW,2004,0.0,0.0,0.0,0.0,3
Algeria,Rowing,ROW,2008,0.0,0.0,0.0,0.0,3
Algeria,Rowing,ROW,2012,0.0,0.0,0.0,0.0,3
Algeria,Rowing,ROW,2016,0.0,0.0,0.0,0.0,3
Algeria,Rowing,ROW,2020,0.0,0.0,0.0,0.0,3
Algeria,Rowing,ROW,2024,0.0,0.0,0.0,0.0,3
Algeria,Sailing,SAL,2016,0.0,,,0.0,1
Algeria,Sailing,SAL,2020,0.0,0.0,,0.0,2
Algeria,Sailing,SAL,2024,0.0,0.0,0.0,0.0,3
Algeria,Shooting,SHO,2012,0.0,,,0.0,1
Algeria,Shooting,SHO,2016,0.0,0.0,,0.0,2
Algeria,Shooting,SHO,2020,0.0,0.0,0.0,0.0,3
Algeria,Shooting,SHO,2024,0.0,0.0,0.0,0.0,3
Algeria,Swimming,SWM,1980,0.0,,,0.0,1
Algeria,Swimming,SWM,1992,0.0,,,0.0,1
Algeria,Swimming,SWM,1996,0.0,0.0,,0.0,2
Algeria,Swimming,SWM,2000,0.0,0.0,0.0,0.0,3
Algeria,Swimming,SWM,2004,0.0,0.0,0.0,0.0,3
Algeria,Swimming,SWM,2008,0.0,0.0,0.0,0.0,3
Algeria,Swimming,SWM,2012,0.0,0.0,0.0,0.0,3
Algeria,Swimming,SWM,2016,0.0,0.0,0.0,0.0,3
Algeria,Swimming,SWM,2020,0.0,0.0,0.0,0.0,3
Algeria,Swimming,SWM,2024,0.0,0.0,0.0,0.0,3
Algeria,Tennis,TEN,1988,0.0,,,0.0,1
Algeria,Tennis,TEN,2004,0.0,,,0.0,1
Algeria,Taekwondo,TKW,2012,0.0,,,0.0,1
Algeria,Table Tennis,TTE,2000,0.0,,,0.0,1
Algeria,Table Tennis,TTE,2004,0.0,0.0,,0.0,2
Algeria,Table Tennis,TTE,2008,0.0,0.0,0.0,0.0,3
Algeria,Table Tennis,TTE,2020,0.0,,,0.0,1
Algeria,Table Tennis,TTE,2024,0.0,0.0,,0.0,2
Algeria,Indoor,VVO,1992,0.0,,,0.0,1
Algeria,Indoor,VVO,2008,0.0,,,0.0,1
Algeria,Indoor,VVO,2012,0.0,0.0,,0.0,2
Algeria,Weightlifting,WLF,1980,0.0,,,0.0,1
Algeria,Weightlifting,WLF,1984,0.0,0.0,,0.0,2
Algeria,Weightlifting,WLF,1988,0.0,0.0,0.0,0.0,3
Algeria,Weightlifting,WLF,1992,0.0,0.0,0.0,0.0,3
Algeria,Weightlifting,WLF,1996,0.0,0.0,0.0,0.0,3
Algeria,Weightlifting,WLF,2000,0.0,0.0,0.0,0.0,3
Algeria,Weightlifting,WLF,2004,0.0,0.0,0.0,0.0,3
Algeria,Weightlifting,WLF,2008,0.0,0.0,0.0,0.0,3
Algeria,Weightlifting,WLF,2012,0.0,0.0,0.0,0.0,3
Algeria,Weightlifting,WLF,2016,0.0,0.0,0.0,0.0,3
Algeria,Weightlifting,WLF,2020,0.0,0.0,0.0,0.0,3
Algeria,Weightlifting,WLF,2024,0.0,0.0,0.0,0.0,3
Algeria,Freestyle,WRF,1980,0.0,,,0.0,1
Algeria,Freestyle,WRF,1996,0.0,,,0.0,1
Algeria,Freestyle,WRF,2012,0.0,,,0.0,1
Algeria,Freestyle,WRF,2020,0.0,,0.0,0.0,2
Algeria,Freestyle,WRF,2024,0.0,0.0,,0.0,2
Algeria,Greco-Roman,WRG,1980,0.0,,,0.0,1
Algeria,Greco-Roman,WRG,1992,0.0,,,0.0,1
Algeria,Greco-Roman,WRG,1996,0.0,0.0,,0.0,2
Algeria,Greco-Roman,WRG,2000,0.0,0.0,0.0,0.0,3
Algeria,Greco-Roman,WRG,2004,0.0,0.0,0.0,0.0,3
Algeria,Greco-Roman,WRG,2008,0.0,0.0,0.0,0.0,3
Algeria,Greco-Roman,WRG,2012,0.0,0.0,0.0,0.0,3
Algeria,Greco-Roman,WRG,2016,0.0,0.0,0.0,0.0,3
Algeria,Greco-Roman,WRG,2020,0.0,0.0,0.0,0.0,3
Algeria,Greco-Roman,WRG,2024,0.0,0.0,0.0,0.0,3
American Samoa,Archery,ARC,2000,0.0,,,0.0,1
American Samoa,Athletics,ATH,1988,0.0,,,0.0,1
American Samoa,Athletics,ATH,1996,0.0,,0.0,0.0,2
American Samoa,Athletics,ATH,2000,0.0,0.0,,0.0,2
American Samoa,Athletics,ATH,2004,0.0,0.0,0.0,0.0,3
American Samoa,Athletics,ATH,2008,0.0,0.0,0.0,0.0,3
American Samoa,Athletics,ATH,2012,0.0,0.0,0.0,0.0,3
American Samoa,Athletics,ATH,2016,0.0,0.0,0.0,0.0,3
American Samoa,Athletics,ATH,2020,0.0,0.0,0.0,0.0,3
American Samoa,Athletics,ATH,2024,0.0,0.0,0.0,0.0,3
American Samoa,Boxing,BOX,1988,0.0,,,0.0,1
American Samoa,Boxing,BOX,1992,0.0,0.0,,0.0,2
American Samoa,Boxing,BOX,1996,0.0,0.0,0.0,0.0,3
American Samoa,Judo,JUD,2008,0.0,,,0.0,1
American Samoa,Judo,JUD,2012,0.0,0.0,,0.0,2
American Samoa,Judo,JUD,2016,0.0,0.0,0.0,0.0,3
American Samoa,Sailing,SAL,1996,0.0,,,0.0,1
American Samoa,Sailing,SAL,2020,0.0,,,0.0,1
American Samoa,Swimming,SWM,2008,0.0,,,0.0,1
American Samoa,Swimming,SWM,2012,0.0,0.0,,0.0,2
American Samoa,Swimming,SWM,2020,0.0,,0.0,0.0,2
American Samoa,Swimming,SWM,2024,0.0,0.0,,0.0,2
American Samoa,Weightlifting,WLF,1988,0.0,,,0.0,1
American Samoa,Weightlifting,WLF,1992,0.0,0.0,,0.0,2
American Samoa,Weightlifting,WLF,1996,0.0,0.0,0.0,0.0,3
American Samoa,Weightlifting,WLF,2000,0.0,0.0,0.0,0.0,3
American Samoa,Weightlifting,WLF,2004,0.0,0.0,0.0,0.0,3
American Samoa,Weightlifting,WLF,2016,0.0,,,0.0,1
American Samoa,Weightlifting,WLF,2020,0.0,0.0,,0.0,2
American Samoa,Freestyle,WRF,1988,0.0,,,0.0,1
American Samoa,Freestyle,WRF,1996,0.0,,0.0,0.0,2
Andorra,Athletics,ATH,1988,0.0,,,0.0,1
Andorra,Athletics,ATH,1992,0.0,0.0,,0.0,2
Andorra,Athletics,ATH,1996,0.0,0.0,0.0,0.0,3
Andorra,Athletics,ATH,2000,0.0,0.0,0.0,0.0,3
Andorra,Athletics,ATH,2004,0.0,0.0,0.0,0.0,3
Andorra,Athletics,ATH,2008,0.0,0.0,0.0,0.0,3
Andorra,Athletics,ATH,2012,0.0,0.0,0.0,0.0,3
Andorra,Athletics,ATH,2016,0.0,0.0,0.0,0.0,3
Andorra,Athletics,ATH,2020,0.0,0.0,0.0,0.0,3
Andorra,Athletics,ATH,2024,0.0,0.0,0.0,0.0,3
Andorra,Boxing,BOX,1976,0.0,,,0.0,1
Andorra,Road,CRD,1988,0.0,,,0.0,1
Andorra,Road,CRD,1992,0.0,0.0,,0.0,2
Andorra,Slalom,CSL,2008,0.0,,,0.0,1
Andorra,Slalom,CSL,2020,0.0,,,0.0,1
Andorra,Slalom,CSL,2024,0.0,0.0,,0.0,2
Andorra,Judo,JUD,1992,0.0,,,0.0,1
Andorra,Judo,JUD,1996,0.0,0.0,,0.0,2
Andorra,Judo,JUD,2004,0.0,,0.0,0.0,2
Andorra,Judo,JUD,2008,0.0,0.0,,0.0,2
Andorra,Judo,JUD,2012,0.0,0.0,0.0,0.0,3
Andorra,Judo,JUD,2016,0.0,0.0,0.0,0.0,3
Andorra,Sailing,SAL,1992,0.0,,,0.0,1
Andorra,Sailing,SAL,1996,0.0,0.0,,0.0,2
Andorra,Shooting,SHO,1976,0.0,,,0.0,1
Andorra,Shooting,SHO,1980,0.0,0.0,,0.0,2
Andorra,Shooting,SHO,1984,0.0,0.0,0.0,0.0,3
Andorra,Shooting,SHO,1992,0.0,,0.0,0.0,2
Andorra,Shooting,SHO,1996,0.0,0.0,,0.0,2
Andorra,Shooting,SHO,2000,0.0,0.0,0.0,0.0,3
Andorra,Shooting,SHO,2004,0.0,0.0,0.0,0.0,3
Andorra,Shooting,SHO,2012,0.0,,0.0,0.0,2
Andorra,Shooting,SHO,2016,0.0,0.0,,0.0,2
Andorra,Swimming,SWM,1996,0.0,,,0.0,1
Andorra,Swimming,SWM,2000,0.0,0.0,,0.0,2
Andorra,Swimming,SWM,2004,0.0,0.0,0.0,0.0,3
Andorra,Swimming,SWM,2008,0.0,0.0,0.0,0.0,3
Andorra,Swimming,SWM,2012,0.0,0.0,0.0,0.0,3
Andorra,Swimming,SWM,2016,0.0,0.0,0.0,0.0,3
Angola,Athletics,ATH,1980,0.0,,,0.0,1
Angola,Athletics,ATH,1988,0.0,,0.0,0.0,2
Angola,Athletics,ATH,1992,0.0,0.0,,0.0,2
Angola,Athletics,ATH,1996,0.0,0.0,0.0,0.0,3
Angola,Athletics,ATH,2000,0.0,0.0,0.0,0.0,3
Angola,Athletics,ATH,2004,0.0,0.0,0.0,0.0,3
Angola,Athletics,ATH,2008,0.0,0.0,0.0,0.0,3
Angola,Athletics,ATH,2012,0.0,0.0,0.0,0.0,3
Angola,Athletics,ATH,2016,0.0,0.0,0.0,0.0,3
Angola,Athletics,ATH,2020,0.0,0.0,0.0,0.0,3
Angola,Athletics,ATH,2024,0.0,0.0,0.0,0.0,3
Angola,Basketball,BKB,1992,0.0,,,0.0,1
Angola,Basketball,BKB,1996,0.0,0.0,,0.0,2
Angola,Basketball,BKB,2000,0.0,0.0,0.0,0.0,3
Angola,Basketball,BKB,2004,0.0,0.0,0.0,0.0,3
Angola,Basketball,BKB,2008,0.0,0.0,0.0,0.0,3
Angola,Basketball,BKB,2012,0.0,0.0,0.0,0.0,3
Angola,Boxing,BOX,1980,0.0,,,0.0,1
Angola,Boxing,BOX,1988,0.0,,0.0,0.0,2
Angola,Boxing,BOX,1992,0.0,0.0,,0.0,2
Angola,Sprint,CSP,2008,0.0,,,0.0,1
Angola,Sprint,CSP,2012,0.0,0.0,,0.0,2
Angola,Sprint,CSP,2024,0.0,,,0.0,1
Angola,Indoor,HBL,1996,0.0,,,0.0,1
Angola,Indoor,HBL,2000,0.0,0.0,,0.0,2
Angola,Indoor,HBL,2004,0.0,0.0,0.0,0.0,3
Angola,Indoor,HBL,2008,0.0,0.0,0.0,0.0,3
Angola,Indoor,HBL,2012,0.0,0.0,0.0,0.0,3
Angola,Indoor,HBL,2016,0.0,0.0,0.0,0.0,3
Angola,Indoor,HBL,2020,0.0,0.0,0.0,0.0,3
Angola,Indoor,HBL,2024,0.0,0.0,0.0,0.0,3
Angola,Judo,JUD,1988,0.0,,,0.0,1
Angola,Judo,JUD,1992,0.0,0.0,,0.0,2
Angola,Judo,JUD,2004,0.0,,,0.0,1
Angola,Judo,JUD,2012,0.0,,0.0,0.0,2
Angola,Judo,JUD,2016,0.0,0.0,,0.0,2
Angola,Judo,JUD,2020,0.0,0.0,0.0,0.0,3
Angola,Judo,JUD,2024,0.0,0.0,0.0,0.0,3
Angola,Rowing,ROW,2016,0.0,,,0.0,1
Angola,Rowing,ROW,2024,0.0,,0.0,0.0,2
Angola,Sailing,SAL,1992,0.0,,,0.0,1
Angola,Sailing,SAL,2016,0.0,,,0.0,1
Angola,Sailing,SAL,2020,0.0,0.0,,0.0,2
Angola,Sailing,SAL,2024,0.0,0.0,0.0,0.0,3
Angola,Shooting,SHO,1996,0.0,,,0.0,1
Angola,Shooting,SHO,2000,0.0,0.0,,0.0,2
Angola,Shooting,SHO,2016,0.0,,,0.0,1
Angola,Swimming,SWM,1980,0.0,,,0.0,1
Angola,Swimming,SWM,1988,0.0,,0.0,0.0,2
Angola,Swimming,SWM,1992,0.0,0.0,,0.0,2
Angola,Swimming,SWM,1996,0.0,0.0,0.0,0.0,3
Angola,Swimming,SWM,2000,0.0,0.0,0.0,0.0,3
Angola,Swimming,SWM,2004,0.0,0.0,0.0,0.0,3
Angola,Swimming,SWM,2008,0.0,0.0,0.0,0.0,3
Angola,Swimming,SWM,2012,0.0,0.0,0.0,0.0,3
Angola,Swimming,SWM,2016,0.0,0.0,0.0,0.0,3
Angola,Swimming,SWM,2020,0.0,0.0,0.0,0.0,3
Angola,Swimming,SWM,2024,0.0,0.0,0.0,0.0,3
Angola,Beach,VBV,2008,0.0,,,0.0,1
Antigua and Barbuda,Athletics,ATH,1976,0.0,,,0.0,1
Antigua and Barbuda,Athletics,ATH,1984,0.0,,0.0,0.0,2
Antigua and Barbuda,Athletics,ATH,1988,0.0,0.0,,0.0,2
Antigua and Barbuda,Athletics,ATH,1992,0.0,0.0,0.0,0.0,3
Antigua and Barbuda,Athletics,ATH,1996,0.0,0.0,0.0,0.0,3
Antigua and Barbuda,Athletics,ATH,2000,0.0,0.0,0.0,0.0,3
Antigua and Barbuda,Athletics,ATH,2004,0.0,0.0,0.0,0.0,3
Antigua and Barbuda,Athletics,ATH,2008,0.0,0.0,0.0,0.0,3
Antigua and Barbuda,Athletics,ATH,2012,0.0,0.0,0.0,0.0,3
Antigua and Barbuda,Athletics,ATH,2016,0.0,0.0,0.0,0.0,3
Antigua and Barbuda,Athletics,ATH,2020,0.0,0.0,0.0,0.0,3
Antigua and Barbuda,Athletics,ATH,2024,0.0,0.0,0.0,0.0,3
Antigua and Barbuda,Boxing,BOX,1988,0.0,,,0.0,1
Antigua and Barbuda,Boxing,BOX,2020,0.0,,,0.0,1
Antigua and Barbuda,Road,CRD,1992,0.0,,,0.0,1
Antigua and Barbuda,Sprint,CSP,1996,0.0,,,0.0,1
Antigua and Barbuda,Track,CTR,1976,0.0,,,0.0,1
Antigua and Barbuda,Track,CTR,1984,0.0,,0.0,0.0,2
Antigua and Barbuda,Track,CTR,1988,0.0,0.0,,0.0,2
Antigua and Barbuda,Track,CTR,1992,0.0,0.0,0.0,0.0,3
Antigua and Barbuda,Mountain Bike,MTB,1996,0.0,,,0.0,1
Antigua and Barbuda,Sailing,SAL,1984,0.0,,,0.0,1
Antigua and Barbuda,Sailing,SAL,1988,0.0,0.0,,0.0,2
Antigua and Barbuda,Sailing,SAL,1992,0.0,0.0,0.0,0.0,3
Antigua and Barbuda,Sailing,SAL,1996,0.0,0.0,0.0,0.0,3
Antigua and Barbuda,Sailing,SAL,2000,0.0,0.0,0.0,0.0,3
Antigua and Barbuda,Sailing,SAL,2020,0.0,,,0.0,1
Antigua and Barbuda,Sailing,SAL,2024,0.0,0.0,,0.0,2
Antigua and Barbuda,Swimming,SWM,2004,0.0,,,0.0,1
Antigua and Barbuda,Swimming,SWM,2008,0.0,0.0,,0.0,2
Antigua and Barbuda,Swimming,SWM,2012,0.0,0.0,0.0,0.0,3
Antigua and Barbuda,Swimming,SWM,2016,0.0,0.0,0.0,0.0,3
Antigua and Barbuda,Swimming,SWM,2020,0.0,0.0,0.0,0.0,3
Antigua and Barbuda,Swimming,SWM,2024,0.0,0.0,0.0,0.0,3
Argentina,Archery,ARC,1988,0.0,,,0.0,1
Argentina,Athletics,ATH,1924,0.022222,,,0.022222,1
Argentina,Athletics,ATH,1928,0.0,0.022222,,0.00915,2
Argentina,Athletics,ATH,1932,0.034483,0.0,0.022222,0.020724,3
Argentina,Athletics,ATH,1936,0.0,0.034483,0.0,0.010972,3
Argentina,Athletics,ATH,1948,0.048485,0.0,0.034483,0.029876,3
Argentina,Athletics,ATH,1952,0.018182,0.048485,0.0,0.023691,3
Argentina,Athletics,ATH,1956,0.0,0.018182,0.048485,0.016804,3
Argentina,Athletics,ATH,1960,0.0,0.0,0.018182,0.004132,3
Argentina,Athletics,ATH,1964,0.0,0.0,0.0,0.0,3
Argentina,Athletics,ATH,1968,0.0,0.0,0.0,0.0,3
Argentina,Athletics,ATH,1972,0.0,0.0,0.0,0.0,3
Argentina,Athletics,ATH,1976,0.0,0.0,0.0,0.0,3
Argentina,Athletics,ATH,1984,0.0,,0.0,0.0,2
Argentina,Athletics,ATH,1988,0.0,0.0,,0.0,2
Argentina,Athletics,ATH,1992,0.0,0.0,0.0,0.0,3
Argentina,Athletics,ATH,1996,0.0,0.0,0.0,0.0,3
Argentina,Athletics,ATH,2000,0.0,0.0,0.0,0.0,3
Argentina,Athletics,ATH,2004,0.0,0.0,0.0,0.0,3
Argentina,Athletics,ATH,2008,0.0,0.0,0.0,0.0,3
Argentina,Athletics,ATH,2012,0.0,0.0,0.0,0.0,3
Argentina,Athletics,ATH,2016,0.0,0.0,0.0,0.0,3
Argentina,Athletics,ATH,2020,0.0,0.0,0.0,0.0,3
Argentina,Athletics,ATH,2024,0.0,0.0,0.0,0.0,3
Argentina,Basketball,BKB,1948,0.0,,,0.0,1
Argentina,Basketball,BKB,1952,0.0,0.0,,0.0,2
Argentina,Basketball,BKB,1996,0.0,,,0.0,1
Argentina,Basketball,BKB,2004,0.5,,0.0,0.333333,2
Argentina,Basketball,BKB,2008,0.2,0.5,,0.323529,2
Argentina,Basketball,BKB,2012,0.0,0.2,0.5,0.177273,3
Argentina,Basketball,BKB,2016,0.0,0.0,0.2,0.045455,3
Argentina,BMX Freestyle,BMF,2024,0.5,,,0.5,1
Argentina,BMX Racing,BMX,2008,0.0,,,0.0,1
Argentina,BMX Racing,BMX,2012,0.0,0.0,,0.0,2
Argentina,BMX Racing,BMX,2016,0.0,0.0,0.0,0.0,3
Argentina,BMX Racing,BMX,2020,0.0,0.0,0.0,0.0,3
Argentina,Boxing,BOX,1920,0.0,,,0.0,1
Argentina,Boxing,BOX,1924,0.25,0.0,,0.147059,2
Argentina,Boxing,BOX,1928,0.4,0.25,0.0,0.261364,3
